attendance,study_hours,assignment_delay,lms_usage,performance,burnout_level
71,7,2,9,81,Medium
83,1,1,4,63,Low
87,8,6,3,64,Medium
63,0,4,4,48,Medium
63,5,0,2,55,Medium
81,5,4,6,58,Medium
73,4,0,4,75,Low
76,4,3,1,44,Medium
63,3,4,7,53,Medium
83,3,0,7,84,Low
71,5,4,4,70,Low
86,2,1,2,61,Medium
77,4,0,7,89,Low
66,5,2,7,90,Low
51,3,2,2,51,Medium
92,4,6,6,73,Medium
77,7,3,5,82,Low
67,5,0,10,88,Low
81,3,0,6,92,Low
80,4,2,7,70,Medium
90,5,0,7,80,Low
80,5,2,1,63,Low
62,4,3,9,80,Low
76,7,0,5,98,Low
78,3,0,3,66,Low
87,3,4,1,71,Low
74,4,0,3,59,Low
86,5,3,7,69,Low
67,3,3,3,76,Low
68,0,0,7,54,Medium
74,6,4,3,58,Medium
69,4,4,2,45,Medium
66,6,1,3,79,Low
69,4,4,3,44,Medium
71,5,2,9,68,Medium
90,7,3,1,90,Low
70,7,3,7,89,Low
83,1,3,5,61,Medium
67,7,1,5,86,Low
67,4,4,8,78,Low
69,3,0,5,69,Low
75,7,6,1,64,Medium
77,4,2,8,69,Medium
80,5,4,6,76,Low
87,6,0,6,68,Low
69,4,3,4,65,Low
77,3,1,5,72,Medium
75,2,0,7,67,Low
93,4,0,3,86,Low
66,6,2,4,49,Medium
77,0,1,8,63,Medium
76,5,0,1,88,Low
76,5,3,8,78,Low
72,7,0,6,79,Low
77,3,4,1,56,Medium
77,3,5,5,41,Medium
89,3,0,5,66,Low
80,6,5,1,71,Medium
98,5,0,6,58,Low
81,1,4,9,58,Medium
70,2,0,2,56,Low
65,5,0,6,70,Low
85,3,0,2,79,Low
75,7,4,5,77,Low
74,5,6,2,46,Medium
95,6,0,4,74,Low
87,2,3,4,63,Low
56,6,1,3,56,Medium
74,3,4,4,47,Medium
69,3,0,8,59,Medium
73,6,0,3,74,Low
86,6,5,5,53,Medium
86,6,0,5,72,Low
82,7,6,7,81,Medium
67,2,0,6,55,Medium
74,4,6,3,40,Medium
64,9,4,4,80,Low
70,5,3,1,65,Low
69,5,6,4,51,Medium
96,3,0,7,97,Low
88,8,4,6,100,Low
63,2,0,6,66,Low
75,5,4,3,53,Medium
80,2,4,6,61,Medium
92,4,2,8,78,Low
88,4,0,9,92,Low
72,4,2,9,76,Low
90,6,4,1,73,Low
88,4,5,3,58,Medium
84,3,1,4,68,Low
72,4,2,5,73,Low
75,4,0,7,67,Medium
79,3,4,6,53,Medium
62,1,0,8,61,Medium
71,4,3,3,49,Medium
83,5,0,6,79,Low
75,5,2,1,61,Medium
53,8,2,4,75,Low
81,7,4,3,60,Medium
88,3,3,2,63,Low
80,2,2,8,74,Low
60,0,0,5,48,Medium
88,5,2,7,78,Low
80,3,1,4,58,Medium
66,3,1,8,83,Low
74,7,0,1,77,Low
53,3,1,6,44,Low
77,4,0,10,88,Low
80,4,1,1,84,Low
67,7,4,2,57,Medium
78,4,3,5,60,Low
85,4,2,3,64,Medium
49,4,0,6,57,Medium
49,7,2,4,49,Medium
54,4,2,6,75,Medium
74,4,1,1,58,Low
49,2,0,1,47,Low
67,7,1,6,72,Low
69,3,0,4,70,Low
90,4,2,4,75,Medium
71,4,4,3,55,Medium
82,2,2,8,70,Low
73,2,1,5,47,Medium
64,5,2,3,73,Low
62,4,0,4,77,Low
85,6,0,8,82,Low
84,8,2,6,97,Low
81,6,4,4,56,Medium
70,6,3,6,74,Low
67,5,2,8,80,Low
64,3,0,5,80,Low
64,4,1,5,58,Medium
68,0,0,7,56,Medium
91,5,0,10,100,Low
68,2,0,8,74,Medium
67,3,4,4,53,Medium
77,2,2,2,50,Medium
76,6,2,7,85,Low
74,3,2,7,87,Low
78,9,4,7,99,Low
80,2,1,2,55,Medium
72,7,4,5,71,Medium
83,8,2,5,90,Low
78,3,7,4,58,Medium
82,3,3,7,79,Low
82,3,5,5,60,Medium
90,0,1,1,43,Medium
83,3,0,3,66,Low
73,7,4,3,61,Medium
68,2,0,2,59,Low
55,4,4,3,51,Medium
74,6,2,6,88,Low
54,3,3,3,44,Medium
68,3,5,8,40,High
78,2,3,7,74,Low
84,4,7,10,57,High
62,5,0,4,69,Low
82,6,0,9,82,Low
78,6,4,1,55,Low
69,2,2,3,53,Medium
81,4,5,5,59,Medium
66,3,4,8,60,Medium
71,3,4,9,59,Medium
87,4,3,2,56,Low
76,2,0,3,49,Medium
78,1,0,2,74,Low
64,4,3,5,74,Low
74,1,3,7,61,Medium
78,2,2,2,63,Medium
73,5,0,8,96,Low
61,5,0,6,67,Low
71,2,1,2,50,Low
67,5,3,5,72,Medium
78,7,6,6,69,Medium
69,4,3,5,61,Medium
70,7,0,7,87,Low
67,5,3,4,45,Medium
65,4,1,6,80,Medium
79,1,3,7,66,Medium
96,1,4,4,55,Medium
82,3,0,6,70,Low
78,3,3,5,64,Medium
71,5,2,6,82,Low
81,6,0,2,90,Low
63,2,4,5,47,Medium
88,1,1,5,79,Low
81,6,3,9,92,Low
74,3,6,5,70,Medium
85,1,3,2,42,Low
67,8,3,7,91,Low
61,3,1,5,52,Medium
99,6,0,2,94,Low
77,0,2,3,41,Medium
86,1,0,7,72,Low
94,4,3,4,73,Low
68,7,5,3,86,Low
72,0,4,5,40,Medium
73,2,0,6,82,Low
76,4,2,3,80,Low
79,8,0,6,98,Low
75,5,2,3,57,Low
85,5,1,9,61,Medium
96,4,1,7,73,Low
56,6,2,5,62,Medium
80,0,3,1,40,Medium
79,3,0,3,55,Medium
49,5,1,7,60,Medium
63,2,2,10,64,Medium
67,7,1,5,70,Low
66,7,2,7,82,Low
81,3,3,6,73,Low
87,4,2,8,68,Low
80,5,0,7,76,Low
68,1,3,7,72,Medium
69,6,1,9,88,Low
71,5,3,2,40,Medium
91,3,4,4,69,Medium
77,7,1,8,98,Low
87,6,4,7,60,Medium
70,5,0,7,78,Low
84,3,0,3,75,Low
91,6,0,1,82,Low
77,5,4,7,81,Low
94,2,1,1,80,Low
78,6,2,1,69,Medium
67,5,0,3,80,Low
89,4,2,8,100,Low
74,1,6,3,41,Medium
72,0,5,2,43,Medium
72,4,2,3,56,Low
81,5,4,3,67,Low
83,7,0,6,88,Low
75,9,1,4,94,Low
79,3,2,3,79,Low
71,4,5,4,66,Medium
72,2,0,5,65,Low
76,5,1,5,70,Medium
95,6,0,1,76,Low
93,5,4,3,68,Low
49,3,3,7,53,Medium
66,1,2,9,72,Low
82,5,0,8,81,Low
77,5,2,7,65,Medium
75,4,3,7,65,Medium
80,2,2,3,62,Low
73,0,3,7,48,Medium
64,6,5,5,50,High
67,4,3,6,77,Medium
76,7,5,1,62,Low
84,5,2,3,89,Low
62,4,6,5,40,Medium
63,5,0,8,83,Low
73,7,2,8,100,Low
84,7,4,4,83,Low
71,4,2,6,69,Medium
91,3,1,2,76,Low
69,0,3,5,51,Medium
74,5,3,7,63,Medium
78,1,3,5,43,Medium
80,4,0,6,76,Low
72,4,3,2,56,Low
76,3,4,4,59,Medium
84,9,4,7,81,Low
79,6,1,7,61,Low
79,7,5,5,56,Medium
78,5,2,5,63,Medium
83,6,0,3,83,Low
71,3,2,4,47,Low
69,5,4,3,52,Low
65,3,6,1,40,High
69,5,0,1,62,Medium
91,2,1,8,79,Low
77,6,4,4,80,Low
86,4,1,6,81,Low
71,6,4,1,40,High
74,0,3,6,67,Medium
69,3,1,3,67,Low
88,1,4,2,53,Medium
88,5,2,8,78,Low
73,6,7,4,65,Medium
84,7,6,6,85,Medium
70,4,0,3,67,Low
65,3,4,1,56,Medium
87,4,3,1,88,Low
59,1,6,5,46,Medium
68,4,2,2,74,Low
91,8,5,4,80,Low
65,7,0,4,78,Low
68,6,0,1,51,Low
81,2,2,7,83,Low
72,5,0,2,59,Low
97,6,4,7,70,Medium
73,4,4,4,41,Medium
78,5,5,1,41,Medium
72,3,1,8,83,Low
80,5,4,2,72,Low
88,3,1,6,55,Medium
70,4,3,6,83,Low
66,3,2,6,63,Medium
57,2,5,4,49,Medium
60,4,2,2,62,Medium
49,3,3,7,56,Medium
64,3,4,1,49,Low
80,1,3,2,42,Medium
76,4,4,6,71,Low
78,2,4,5,60,Low
84,6,4,6,79,Low
73,3,5,1,43,Medium
61,4,7,6,71,Medium
59,8,3,10,71,Medium
61,6,4,10,79,Medium
73,5,1,1,64,Medium
91,7,1,5,77,Low
81,4,4,3,56,Medium
92,2,1,3,48,Medium
63,3,2,1,69,Low
77,0,5,8,56,Medium
85,5,4,4,58,Medium
76,5,2,8,79,Medium
77,6,4,4,74,Low
83,4,5,2,62,Medium
64,3,1,1,59,Low
90,1,0,7,77,Low
89,4,5,5,46,Medium
70,3,0,5,51,Low
76,6,5,1,70,Medium
86,4,0,2,80,Low
73,2,2,5,69,Medium
82,2,5,6,63,Medium
82,5,4,6,67,Medium
73,5,0,2,40,Medium
63,3,2,7,59,Low
77,4,2,5,82,Low
74,5,0,6,68,Low
62,7,3,8,90,Low
75,2,4,5,54,Medium
87,6,2,2,50,Medium
75,7,0,8,100,Low
74,3,0,8,86,Low
87,6,1,2,86,Low
72,6,4,5,67,Low
91,4,4,7,85,Low
69,5,5,9,65,Medium
71,4,0,3,77,Low
69,3,2,3,59,Low
69,5,6,3,44,Medium
67,6,3,1,55,Medium
75,3,2,10,62,Medium
76,0,0,4,50,Low
65,3,0,7,78,Low
86,7,1,6,79,Low
89,5,0,9,94,Low
69,0,2,2,49,Low
51,5,0,9,84,Low
67,2,0,5,55,Low
75,8,4,3,98,Low
84,0,2,4,59,Medium
72,2,0,2,62,Low
77,4,1,5,66,Low
67,2,0,4,58,Low
79,2,4,8,60,Medium
75,6,0,6,98,Low
74,7,2,4,82,Medium
74,0,3,6,41,High
74,0,4,4,40,High
85,3,1,4,40,Medium
71,3,2,1,50,Low
80,4,0,5,75,Low
72,5,3,9,76,Medium
75,3,0,8,81,Low
93,4,0,4,72,Low
77,3,4,8,69,Medium
72,5,1,3,70,Medium
80,4,2,2,50,Low
65,3,4,6,56,Medium
55,5,0,4,68,Low
61,4,3,8,80,Medium
70,5,4,4,85,Low
80,3,1,1,69,Low
91,5,3,9,61,Medium
82,7,3,8,79,Low
70,2,0,4,43,Medium
80,6,6,5,68,Medium
67,3,0,2,55,Low
86,6,1,4,78,Low
69,5,4,4,53,Low
89,5,1,5,72,Low
80,6,1,3,99,Low
73,4,0,3,56,Low
62,5,3,5,87,Low
67,6,2,1,67,Low
79,5,0,8,100,Low
75,6,5,6,78,Low
64,2,2,10,80,Low
55,8,4,4,80,Low
78,6,2,1,67,Low
60,0,3,5,42,Medium
65,2,0,9,70,Low
68,7,6,3,51,Medium
93,8,3,8,82,Medium
62,6,0,1,61,Low
74,7,0,4,88,Low
67,2,0,5,51,Medium
81,2,1,8,64,Medium
69,4,2,3,69,Low
63,2,5,7,42,Medium
84,3,4,8,84,Low
72,1,2,1,59,Low
67,8,4,4,89,Low
86,6,2,5,68,Low
65,4,0,2,56,Medium
64,5,2,4,79,Low
80,3,2,4,58,Medium
77,4,2,6,68,Medium
76,1,0,2,54,Low
72,4,1,3,81,Low
79,5,2,2,88,Low
79,4,3,7,84,Low
90,5,0,5,66,Low
67,1,0,6,70,Low
82,6,4,9,92,Low
73,5,4,5,67,Medium
85,4,0,6,90,Low
84,0,3,4,45,Medium
73,4,3,3,83,Low
76,1,5,2,41,Medium
87,3,0,7,67,Low
71,1,2,2,60,Low
54,4,5,4,42,High
91,6,0,2,97,Low
55,4,4,6,76,Medium
69,6,4,4,54,Medium
77,5,3,2,55,Medium
83,5,1,7,83,Low
75,2,4,6,78,Medium
62,3,2,4,45,Medium
77,3,4,5,45,Medium
63,3,0,6,53,Medium
93,2,4,4,69,Low
71,0,1,3,49,Low
77,4,0,5,75,Low
66,4,3,7,57,Medium
90,3,4,8,86,Medium
69,2,1,5,62,Low
56,5,2,3,54,Low
80,7,0,1,73,Low
74,1,2,5,49,Medium
82,6,1,6,90,Low
78,1,3,5,58,Medium
72,1,0,3,53,Low
80,1,0,4,55,Medium
80,6,3,6,63,Medium
51,3,0,4,49,Medium
69,2,3,3,57,Medium
68,2,2,5,60,Low
77,4,4,5,84,Low
86,2,0,3,87,Low
64,2,0,3,44,Low
74,6,4,8,64,Medium
57,4,2,6,65,Medium
74,1,2,3,62,Low
72,2,3,3,40,Medium
64,6,2,6,67,Medium
79,2,2,5,58,Low
69,1,0,1,57,Low
71,4,5,4,57,Medium
81,7,2,5,81,Low
82,4,4,2,60,Low
68,3,3,6,45,Medium
58,4,0,5,84,Low
78,4,0,9,89,Low
67,2,0,5,50,Medium
80,3,0,8,97,Low
69,3,3,5,66,Low
58,6,0,10,73,Low
74,0,2,8,45,Medium
78,3,3,8,62,Medium
64,7,1,6,73,Low
75,6,0,3,89,Low
74,6,0,10,76,Low
80,4,3,7,98,Low
78,5,3,2,53,Medium
91,3,3,7,68,Medium
72,3,0,6,70,Medium
78,2,4,3,64,Medium
83,4,1,8,68,Low
72,8,3,5,97,Low
72,4,2,1,66,Low
80,4,2,6,72,Low
87,6,4,7,56,Medium
71,6,3,2,66,Low
84,0,0,3,54,Medium
74,6,0,4,75,Low
79,6,4,1,81,Low
72,4,4,8,68,Medium
79,6,7,6,53,Medium
82,4,0,4,67,Low
51,6,5,2,54,Medium
69,8,0,3,69,Low
73,7,1,7,70,Medium
74,0,2,4,40,Medium
68,7,1,3,80,Low
82,4,1,4,80,Low
65,3,0,1,75,Low
66,3,3,5,65,Low
62,5,3,4,73,Medium
69,1,3,5,68,Low
78,4,2,1,58,Low
78,7,2,1,68,Medium
77,5,1,5,68,Medium
68,4,2,5,65,Medium
74,4,2,7,73,Low
64,5,4,2,40,Medium
75,5,3,9,48,Medium
72,3,0,5,78,Low
79,2,4,2,40,High
79,5,1,4,60,Medium
65,5,1,5,79,Low
86,2,5,1,52,Medium
100,2,0,10,95,Low
82,1,4,6,52,Medium
73,0,1,6,40,Medium
83,5,1,4,87,Low
64,4,1,7,94,Low
67,6,0,1,57,Medium
85,7,3,2,77,Low
68,3,1,8,72,Medium
78,6,1,4,74,Low
66,3,1,8,70,Medium
65,5,0,9,79,Low
72,4,0,3,63,Low
77,2,3,1,41,Medium
77,2,3,7,72,Low
57,6,3,8,60,Medium
68,3,4,9,63,Low
80,5,2,4,69,Low
83,5,0,9,91,Low
89,3,1,5,61,Medium
74,2,1,3,43,Medium
81,7,3,3,84,Low
75,4,0,2,70,Low
78,1,4,4,54,Medium
87,2,4,2,61,Medium
67,6,3,6,79,Low
63,7,2,8,92,Low
76,4,1,3,84,Low
52,8,4,4,52,Medium
76,5,0,4,58,Low
94,3,0,5,81,Low
84,5,3,7,66,Medium
92,4,0,3,83,Low
70,3,0,1,56,Low
63,6,1,2,63,Low
62,6,4,3,48,Medium
92,6,2,4,80,Low
88,3,1,1,82,Low
69,3,2,5,59,Medium
69,0,0,4,57,Medium
65,3,0,7,58,Medium
87,4,6,6,60,Medium
68,3,0,3,84,Low
74,7,4,1,79,Low
61,4,4,6,40,Medium
73,5,1,5,76,Low
75,7,2,5,68,Medium
85,7,4,5,80,Low
80,2,3,7,66,Medium
85,2,3,4,74,Low
93,3,0,4,86,Low
58,4,4,2,51,Low
82,5,0,7,72,Low
69,2,0,7,67,Low
76,3,1,2,67,Medium
80,5,0,4,78,Low
71,7,4,10,87,Low
71,0,4,4,40,High
70,6,6,5,65,Medium
83,3,4,8,79,Low
72,6,0,4,54,Low
65,2,0,2,58,Medium
72,5,3,6,68,Low
82,7,0,7,96,Low
66,8,0,5,87,Low
63,4,3,8,69,Medium
52,3,0,5,40,Medium
83,3,0,9,83,Low
69,3,1,6,91,Low
72,7,0,2,100,Low
100,5,0,4,95,Low
62,4,1,5,49,Medium
82,5,2,10,90,Low
66,6,2,8,68,Medium
72,7,0,6,79,Low
78,4,0,5,72,Low
75,6,0,3,92,Low
73,0,3,5,40,Medium
64,2,2,7,80,Low
70,4,3,1,54,Low
73,5,5,5,58,Low
80,3,3,4,55,Medium
69,3,0,4,82,Low
67,6,5,5,70,Medium
73,6,3,3,54,Low
74,7,4,4,82,Medium
83,2,5,7,56,Medium
85,3,4,6,80,Medium
78,6,4,3,69,Low
80,3,3,1,42,Medium
70,5,0,4,81,Low
84,3,3,7,78,Low
81,2,4,10,67,Medium
76,3,4,2,42,Medium
74,6,4,7,83,Low
83,3,2,6,47,Medium
58,3,6,6,40,Medium
80,6,4,4,70,Low
58,7,6,3,76,Medium
78,5,0,7,67,Medium
89,5,1,4,83,Low
68,0,5,8,41,High
61,6,1,7,80,Low
94,5,3,5,78,Low
59,3,5,4,48,Medium
58,3,0,5,79,Low
84,5,4,6,54,Medium
77,4,0,6,78,Low
67,0,1,3,52,Medium
78,2,0,2,55,Medium
86,4,0,1,79,Low
71,5,2,3,62,Low
86,5,1,3,88,Low
77,6,2,7,83,Low
71,4,1,4,61,Low
58,3,5,6,42,High
67,0,0,3,45,Medium
70,3,4,8,75,Medium
76,6,1,1,71,Low
43,3,0,4,49,Medium
92,9,4,9,99,Low
56,8,2,2,66,Low
97,4,0,8,98,Low
51,2,4,3,45,Medium
85,1,1,8,62,Medium
68,5,0,1,40,Medium
71,6,3,5,98,Low
68,6,0,6,78,Medium
62,5,2,4,65,Low
74,3,6,3,41,Medium
81,0,0,10,54,Medium
76,6,2,2,59,Medium
57,4,3,8,53,Medium
86,1,4,3,61,Low
83,1,1,3,51,Medium
78,4,0,6,79,Low
60,3,0,3,57,Low
75,5,0,4,65,Medium
93,5,3,4,76,Low
71,4,0,1,54,Low
70,4,2,2,59,Medium
82,1,5,2,41,Medium
67,2,4,2,44,High
75,6,3,6,81,Low
65,6,0,3,61,Medium
70,1,1,5,41,Medium
59,3,2,5,58,Medium
78,8,4,3,92,Low
74,3,2,2,56,Low
82,3,3,8,46,Medium
71,5,1,5,80,Low
67,6,2,2,59,Medium
75,3,1,2,40,Medium
75,6,4,2,55,Medium
77,6,5,1,48,High
80,5,0,3,83,Low
80,0,0,5,52,Low
75,9,0,7,87,Low
72,4,5,6,51,Medium
63,2,2,5,48,Medium
47,4,1,4,47,Medium
75,2,2,3,81,Low
90,0,5,2,42,Medium
70,6,1,8,81,Low
81,5,4,1,48,Medium
68,5,4,4,51,Medium
76,3,5,7,75,Low
66,4,1,7,79,Medium
87,0,1,1,40,Medium
79,2,0,4,92,Low
82,6,1,7,92,Low
73,6,4,1,46,Medium
77,3,2,3,42,Medium
100,6,0,6,97,Low
73,6,1,6,77,Medium
70,4,4,1,50,Medium
80,5,0,8,73,Low
69,6,1,3,71,Low
66,6,1,8,82,Low
73,4,0,6,69,Low
85,3,1,4,80,Low
89,6,4,5,73,Medium
76,3,5,3,53,Low
92,8,4,5,78,Medium
87,4,2,6,76,Low
72,3,6,1,40,High
71,5,1,1,46,Medium
83,6,3,1,64,Low
78,2,3,6,71,Low
72,1,5,6,42,Medium
69,4,1,2,56,Low
74,4,1,6,59,Low
48,1,4,2,42,Medium
76,1,2,5,68,Medium
74,2,1,1,40,Medium
87,6,5,6,59,Medium
96,3,3,6,74,Low
91,2,3,6,81,Medium
69,5,5,2,71,Low
85,3,4,4,60,Medium
76,3,3,4,73,Low
75,4,1,6,79,Medium
72,3,1,6,82,Low
72,5,0,5,90,Low
64,3,2,4,52,Medium
71,7,3,7,69,Medium
76,8,1,6,82,Low
93,3,4,3,55,Medium
96,4,0,1,72,Low
74,6,5,9,66,Medium
84,5,2,3,68,Medium
70,2,7,1,41,High
70,5,0,5,91,Low
74,6,3,7,85,Low
69,5,1,4,65,Low
82,0,3,3,47,Medium
77,0,1,6,61,Low
79,3,3,8,88,Low
87,4,3,2,59,Low
82,5,1,1,57,Medium
86,3,2,9,53,Medium
82,8,4,2,70,Medium
68,5,0,5,55,Medium
67,3,2,7,76,Low
70,5,3,10,56,Medium
88,2,3,5,79,Medium
68,3,0,2,68,Low
63,5,0,7,81,Low
87,9,2,7,92,Low
51,1,2,4,42,Medium
86,6,2,3,70,Medium
78,6,2,6,63,Medium
64,4,3,4,48,Medium
93,4,2,4,91,Low
79,1,4,4,44,Medium
80,5,3,8,66,Medium
95,8,4,1,75,Low
78,3,0,5,83,Low
89,0,5,8,58,High
81,3,1,2,55,Medium
89,1,0,4,66,Low
66,2,3,7,56,Medium
71,3,4,5,54,Medium
61,4,4,5,55,Medium
77,4,0,10,66,Medium
63,4,7,7,40,High
65,2,3,10,65,Medium
62,3,2,5,76,Low
70,1,6,5,40,Medium
61,6,1,8,71,Medium
75,3,2,4,61,Medium
72,3,4,9,86,Low
89,3,3,10,78,Low
79,8,1,6,90,Low
79,7,4,2,61,Medium
81,6,1,5,68,Low
69,3,0,1,65,Low
69,3,1,2,55,Medium
67,7,3,7,83,Low
57,6,2,3,48,Medium
52,4,2,7,87,Low
74,6,3,6,67,Medium
64,3,2,5,59,Medium
79,0,4,6,49,Medium
86,2,1,2,60,Low
63,3,1,9,62,Medium
81,8,1,5,95,Low
82,3,7,4,42,High
79,4,2,6,63,Medium
52,6,0,6,67,Low
84,8,0,3,95,Low
76,5,0,8,80,Low
76,6,0,8,93,Low
81,6,1,5,100,Low
66,7,5,3,47,Low
95,6,1,2,68,Low
92,2,0,8,77,Low
64,5,5,5,64,Low
54,4,3,5,53,Medium
78,4,0,5,79,Low
71,5,1,6,47,Medium
54,4,1,6,83,Low
52,5,4,1,42,Medium
90,6,0,9,93,Low
70,3,2,7,82,Low
71,4,2,5,40,Medium
79,4,4,3,48,Medium
71,3,2,2,48,Medium
72,8,4,6,66,Medium
78,3,0,10,83,Medium
80,6,2,10,82,Low
72,7,2,7,88,Low
76,1,3,6,47,Medium
87,2,1,7,75,Medium
88,2,5,5,75,Medium
67,6,0,3,74,Low
94,4,4,8,88,Low
75,2,3,3,40,High
63,7,4,7,72,Medium
65,2,3,8,51,Medium
77,3,2,10,81,Low
77,6,1,6,88,Low
69,3,0,6,79,Low
77,7,1,9,88,Low
60,4,2,6,95,Low
87,8,4,4,92,Low
77,2,5,8,66,Medium
66,4,3,6,69,Medium
69,7,2,5,78,Low
79,3,4,7,75,Medium
66,4,4,7,66,Medium
68,6,1,3,71,Low
53,4,5,7,66,Medium
51,6,2,8,70,Low
84,5,0,5,99,Low
81,5,6,10,60,Medium
63,5,2,8,90,Low
67,3,3,7,79,Low
67,6,7,6,62,Medium
69,4,6,5,75,Medium
83,3,2,5,84,Low
80,0,1,1,42,Medium
84,3,3,4,87,Low
55,3,2,2,44,Medium
75,4,4,4,58,Medium
71,3,0,5,53,Medium
73,7,0,6,100,Low
81,4,2,5,82,Low
76,4,4,5,67,Medium
84,9,1,4,85,Low
82,0,0,3,51,Medium
74,4,3,6,84,Low
77,3,6,5,48,Medium
91,4,4,4,61,Medium
66,5,2,3,56,Medium
72,7,5,9,80,Medium
79,3,0,3,66,Low
72,3,1,3,59,Medium
73,5,2,5,72,Low
67,3,2,2,56,Medium
79,3,1,5,48,Medium
70,4,1,1,57,Low
87,7,3,4,86,Low
73,3,4,7,49,Medium
93,5,1,3,64,Low
69,3,0,3,68,Low
82,4,5,5,72,Low
76,3,1,7,72,Medium
84,4,1,1,74,Low
74,2,1,7,67,Medium
81,3,5,4,62,Low
81,7,1,8,80,Low
86,3,0,5,88,Low
70,5,5,6,40,Medium
70,1,0,10,85,Low
84,5,1,3,98,Low
79,5,3,6,66,Medium
90,2,2,6,73,Medium
79,6,4,6,87,Low
92,2,4,5,82,Medium
93,3,1,6,79,Low
81,6,2,10,76,Low
62,3,4,3,42,High
88,3,1,1,76,Low
71,5,5,8,61,Medium
72,3,1,7,85,Low
73,2,1,1,43,Medium
74,6,2,8,81,Low
63,3,2,10,71,Medium
63,2,2,1,51,Low
58,4,0,3,59,Low
92,0,0,10,76,Low
81,1,6,9,59,Medium
57,2,3,6,42,Medium
67,5,4,4,65,Medium
63,3,4,3,59,Medium
65,5,3,10,77,Low
73,7,7,10,71,Medium
87,3,0,5,75,Low
88,5,2,7,80,Low
57,6,1,3,68,Low
66,2,2,3,54,Medium
80,6,3,4,70,Low
81,2,4,7,60,Medium
76,5,6,6,69,Medium
54,3,4,4,52,Medium
83,4,4,2,59,Low
71,4,1,8,46,Medium
63,3,2,4,59,Medium
53,6,0,4,83,Low
78,5,1,4,77,Low
78,3,4,5,64,Medium
86,3,3,3,48,Medium
71,6,0,1,81,Low
66,2,5,2,40,Medium
72,4,4,2,57,Medium
72,2,3,9,59,Medium
95,6,2,2,92,Low
76,1,4,6,40,High
71,4,4,2,50,Medium
80,3,3,4,40,Medium
69,4,0,7,79,Low
70,6,0,5,66,Low
66,8,1,4,72,Low
84,6,3,9,91,Low
72,4,2,10,88,Low
75,2,2,2,51,Low
74,1,1,4,64,Low
68,1,0,8,76,Low
75,2,3,5,71,Low
66,4,5,5,64,Medium
70,1,0,7,63,Medium
88,3,2,8,82,Low
84,4,3,2,47,Medium
75,5,1,7,64,Medium
85,7,3,7,74,Medium
70,1,2,6,46,Medium
86,5,0,1,69,Low
73,4,3,9,51,Medium
70,4,2,2,61,Medium
78,3,3,5,70,Low
73,3,2,9,53,Medium
70,3,3,6,85,Low
76,3,1,5,74,Low
75,5,6,7,57,Medium
84,1,1,6,59,Medium
54,3,2,4,41,Medium
53,2,4,6,58,Medium
90,5,4,5,57,Medium
81,6,2,4,71,Low
81,4,3,3,54,Medium
65,6,6,8,54,Medium
95,9,5,5,100,Low
68,2,3,5,52,Low
63,5,0,4,79,Low
69,2,0,9,51,Medium
75,3,6,5,40,High
79,2,3,3,61,Medium
68,3,1,6,66,Low
52,9,0,6,84,Low
56,5,2,6,86,Low
62,1,3,5,42,Medium
75,5,1,3,57,Low
84,2,5,4,65,Medium
72,2,0,8,80,Low
64,6,2,2,77,Low
96,3,0,4,70,Low
71,6,3,8,87,Low
88,6,1,3,78,Low
62,3,3,9,83,Low
88,2,4,5,55,Medium
63,3,5,2,40,High
73,6,0,7,88,Low
89,5,0,3,93,Low
95,4,0,2,93,Low
77,3,3,2,64,Medium
62,0,2,6,43,Medium
87,4,5,7,57,Medium
82,3,3,7,56,Medium
94,8,4,8,100,Low
77,3,4,1,46,Medium
61,3,2,2,66,Low
80,1,0,7,63,Low
88,2,3,4,61,Medium
89,4,0,5,73,Low
74,3,5,3,50,Medium
81,2,1,4,56,Medium
76,4,3,4,83,Low
79,2,3,1,45,Medium
79,5,4,5,80,Medium
83,6,0,3,72,Low
84,5,6,9,68,Medium
67,1,0,2,50,Low
65,2,2,6,70,Low
82,2,1,4,88,Low
70,4,2,4,42,Medium
77,3,5,4,63,Medium
69,3,0,1,62,Low
94,1,2,9,68,Medium
68,5,0,5,63,Low
73,6,0,6,81,Low
88,3,0,5,81,Low
98,1,0,8,93,Low
76,2,2,1,53,Low
92,5,5,7,83,Low
77,5,0,6,100,Low
82,9,4,4,58,Medium
72,3,4,1,41,Medium
67,0,1,1,40,Medium
71,6,1,8,78,Medium
69,4,3,3,67,Low
82,8,0,6,92,Low
70,6,3,6,53,Medium
84,1,3,5,78,Low
52,0,1,4,47,Medium
69,4,2,5,62,Medium
65,4,2,4,50,Medium
82,3,2,4,51,Medium
78,5,6,1,56,Medium
87,3,2,4,54,Medium
72,7,0,6,99,Low
74,1,2,3,46,Medium
86,5,0,3,62,Low
86,4,0,7,100,Low
75,4,1,6,60,Medium
58,2,1,7,55,Medium
69,5,5,1,57,Medium
86,6,1,3,89,Low
70,7,1,5,88,Low
69,2,1,7,69,Low
76,7,0,6,77,Low
74,3,0,6,65,Low
78,5,3,6,50,Medium
76,3,3,5,72,Medium
80,3,4,5,68,Medium
79,4,0,9,75,Medium
79,4,1,9,75,Medium
81,3,0,4,53,Medium
77,3,2,6,70,Low
82,5,0,4,100,Low
84,7,0,5,67,Low
68,8,0,4,90,Low
